2G Site ID,Region,Latitude,Longitude,Final DG,Guarded/Unguarded
2169,North II,34.049246,71.605104,DG,Guarded
9672,South I,24.8237,67.03575,Non DG,Un Guarded
N-4123,North I,33.48588,72.12084,Non DG,Un Guarded
4596,Central III,29.41149,71.68558,DG,Guarded
3565,Central I,31.11222,74.43505,DG,Guarded
N-4553,North I,34.2633,73.5893,Non DG,Un Guarded
7054,Central I,31.63374,74.27303,DG,Guarded
8134,North I,33.56337,72.99053,DG,Guarded
CI-1319,Central I,32.23669,74.19742,DG,Un Guarded
N-4363,North II,34.19215,72.04969,Non DG,Un Guarded
2140,North II,34.01476,71.47781,DG,Guarded
N-4453,North I,34.3578,73.45871,Non DG,Un Guarded
4884,Central III,29.63585,70.59582,DG,Guarded
N-3439,North I,34.17144,73.27108,Non DG,Un Guarded
N-3384,North II,34.117805,71.691006,DG,Guarded
S-4312,South I,24.901401,67.183135,Non DG,Un Guarded
S-4523,South I,24.919877,66.937369,Non DG,Un Guarded
S-4528,South I,25.021449,67.069101,Non DG,Un Guarded
S-4473,South I,24.81899,67.178501,Non DG,Un Guarded
CI-1227,Central I,32.64199,74.216416,Non DG,Un Guarded
N-3399,North II,34.384682,71.667912,DG,Guarded
S-3266,South III,31.35145,69.45519,DG,Guarded
S-4489,South I,24.867471,67.042611,Non DG,Un Guarded
3G-CI-1552,Central I,31.56297,74.33279,Non DG,Un Guarded
N-3365,North II,34.41525,71.90251,Non DG,Un Guarded
3639,Central I,32.55521,73.47177,DG,Guarded
CI-1690,Central I,32.19774,74.17114,Non DG,Un Guarded
7881,Central I,32.72554,74.15581,DG,Guarded
N-5934,North I,33.65655,73.06345,Non DG,Un Guarded
S-4460,South I,24.85569,67.22604,Non DG,Un Guarded
N-5667,North II,34.1898,72.0283,Non DG,Un Guarded
S-4549,South I,25.00005,67.08889,Non DG,Un Guarded
N-3017,North I,33.63473,72.98653,Non DG,Un Guarded
N-3256,North I,33.731561,72.771771,Non DG,Un Guarded
S-4311,South I,24.98413,67.06111,Non DG,Un Guarded
N-3275,North I,33.5478,73.01283,Non DG,Un Guarded
S-4543,South I,24.939726,66.952617,Non DG,Un Guarded
N-4809,North I,32.88041,73.58609,DG,Guarded
CI-1175,Central I,31.6438,74.2789,Non DG,Un Guarded
UCHR18,South III,28.753709,63.506778,DG,Guarded
7760,Central I,32.4645,74.59327,DG,Un Guarded
9594,South I,24.79918,67.07625,Non DG,Un Guarded
2905,North II,34.36029,72.07271,DG,Guarded
9922,South II,25.79292,68.39162,Non DG,Guarded
8118,North I,33.66394,73.07608,DG,Guarded
2613,North I,32.84915,72.65344,Non DG,Un Guarded
CII-2197,Central III,29.698444,70.447278,Non DG,Un Guarded
N-3442,North I,34.0016,72.9439,Non DG,Un Guarded
S-4470,South I,24.83403,67.14768,Non DG,Un Guarded
3G-CII-3011,Central II,31.4208,73.0351,Non DG,Un Guarded
S-4524,South I,24.99783,67.04996,Non DG,Un Guarded
S-4534,South I,25.010339,67.084741,Non DG,Un Guarded
N-3195,North I,33.62512,73.05404,Non DG,Un Guarded
S-4307,South I,24.894228,67.031707,Non DG,Un Guarded
N-3392,North II,33.75918,71.59338,DG,Guarded
CI-1569,Central I,31.46376,74.39038,Non DG,Un Guarded
CII-2334,Central III,29.10242,70.33686,Non DG,Un Guarded
CI-1218,Central I,32.48981,74.47819,Non DG,Un Guarded
S-4133,South I,24.8854,67.1726,Non DG,Un Guarded
S-7871,South III,28.5671,66.74173,DG,Guarded
S-4348,South I,24.9383,67.16771,Non DG,Un Guarded
5529,Central III,29.29936,70.44661,DG,Guarded
S-4292,South I,24.9321,67.09912,Non DG,Un Guarded
S-4428,South I,24.81509,66.99497,Non DG,Un Guarded
S-4285,South I,24.937,67.07246,Non DG,Un Guarded
S-4293,South I,24.91436,67.10504,Non DG,Un Guarded
S-4583,South III,29.87096,67.32312,Non DG,Un Guarded
5576,Central II,32.19503,72.68264,Non DG,Un Guarded
CII-2176,Central III,29.78172,70.4872,Non DG,Un Guarded
CII-2134,Central III,29.68118,70.63225,Non DG,Un Guarded
1023,South I,24.814027778,67.030083333,DG,Un Guarded
S-4551,South I,25.04976,66.86423,Non DG,Un Guarded
N-3367,North II,34.385677,71.921256,Non DG,Un Guarded
S-4186,South I,24.93773,66.96809,Non DG,Un Guarded
CII-2076,Central III,29.7108,70.6698,Non DG,Un Guarded
N-3440,North II,34.02234,71.98474,DG,Un Guarded
N-3248,North I,34.48502,73.2585,Non DG,Un Guarded
4979,Central III,30.0539,70.63894,Non DG,Un Guarded
6698,North II,34.12526,72.46954,Non DG,Un Guarded
1966,South III,30.90319,66.53071,DG,Guarded
2189,North II,34.01433,71.49515,Non DG,Un Guarded
1639,South II,28.05551,69.70521,Non DG,Un Guarded
CI-1618,Central I,31.44673,74.43411,Non DG,Un Guarded
4083,Central II,31.40891,73.09937,DG,Guarded
1150,South II,25.463758,68.717345,DG,Guarded
3932,Central I,32.1343,74.18914,Non DG,Guarded
4982,Central III,30.24024,70.94477,Non DG,Guarded
5840,Central III,30.16667,71.4423,Non DG,Un Guarded
CII-2165,Central II,30.61662,73.123111,Non DG,Un Guarded
S-3444,South I,24.83234,67.08097,Non DG,Un Guarded
9377,South I,24.89397,67.18149,DG,Guarded
2306,North II,33.55631,71.45701,DG,Guarded
5601,Central III,28.51285,70.04833,Non DG,Un Guarded
CI-1146,Central I,31.02292,73.8566,Non DG,Un Guarded
1242,South II,27.52868,68.74884,DG,Un Guarded
4575,Central III,29.79615,72.85557,DG,Guarded
1718,South II,24.80574,68.60564,DG,Guarded
S-7855,South III,30.27798,68.27881,DG,Guarded
S-4048,South II,28.12968,67.424283,Non DG,Un Guarded
S-4060,South III,28.73751,66.7236,Non DG,Guarded
S-4047,South III,30.28076,67.9095,Non DG,Un Guarded
S-4055,South II,28.60221,68.353644,Non DG,Un Guarded
N-4607,North II,32.80306,70.76596,Non DG,Un Guarded
4956,Central II,32.42269,71.69679,DG,Un Guarded
2263,North I,33.25014,72.81363,Non DG,Un Guarded
N-4225,North I,33.53901,73.52602,Non DG,Un Guarded
CII-2635,Central II,30.7168,73.2683,Non DG,Un Guarded
N-5169,North II,33.081781,70.342881,Non DG,Un Guarded
4208,Central II,31.15664,72.69007,Non DG,Un Guarded
S-4053,South III,31.3249,69.3257,Non DG,Guarded
S-4001,South III,31.71822,69.7925,Non DG,Guarded
S-3507,South III,31.89703,69.37124,Non DG,Guarded
3898,Central I,32.28249,73.88142,DG,Guarded
S-4011,South III,31.2904,69.8816,Non DG,Guarded
8504,North II,33.97544,71.45691,Non DG,Un Guarded
S-3892,South III,25.7007,67.2537,DG,Guarded
7720,Central I,31.58868,73.82274,DG,Guarded
7904,Central I,32.81198,73.9045,DG,Un Guarded
S-3775,South III,28.94177,64.71873,DG,Guarded
2780,North I,34.333177,73.20394,DG,Guarded
2619,North I,33.74556,72.70509,Non DG,Un Guarded
2176,North II,34.00012,71.56021,DG,Guarded
S-3842,South I,24.9098,67.11507,Non DG,Un Guarded
MGW Quetta,South III,30.19906,67.00756,DG,Un Guarded
N-4572,North II,34.51017,72.55749,Non DG,Un Guarded
7137,Central I,31.57154,74.37659,Non DG,Guarded
7126,Central I,31.5035,74.26172,Non DG,Un Guarded
8081,North I,33.58665,73.06648,Non DG,Un Guarded
2078,North I,33.62896,73.10631,DG,Guarded
9364,South I,24.82518,67.129993,Non DG,Guarded
4568,Central III,30.286777,73.0627778,Non DG,Un Guarded
2518,North I,33.28611,72.49363,DG,Guarded
S-3068,South II,26.24708598,68.41371875,Non DG,Un Guarded
1990,South III,29.87593,67.30645,DG,Guarded
1608,South II,26.24414,68.41045,DG,Un Guarded
7472,Central I,32.16226,74.17842,Non DG,Un Guarded
1439,South III,30.17232,67.02149,DG,Guarded
BSC Burewala,Central III,30.164278,72.681444,DG,Un Guarded
4047,Central II,31.3929,73.06659,Non DG,Guarded
2521,North I,33.25005,72.45741,DG,Un Guarded
9520,South I,24.89379,66.99466,DG,Guarded
CI-1632,Central I,31.6494,74.283,Non DG,Un Guarded
8076,North I,33.56078,73.05888,Non DG,Un Guarded
8834,North I,33.5552,73.09088,Non DG,Un Guarded
CI-1046,Central I,32.26785,75.027,Non DG,Un Guarded
3368,Central I,32.11213,73.92874,DG,Un Guarded
N-4063,North I,33.53135,73.14851,Non DG,Un Guarded
9740,South II,27.88567,67.62945,Non DG,Un Guarded
5021,Central III,30.18701,71.47276,Non DG,Un Guarded
4370,Central II,32.27121,72.90404,DG,Guarded
S-3511,South III,31.6254,68.39152,DG,Guarded
2121,North II,33.99189,71.48606,DG,Guarded
2710,North I,34.20189,73.2798,Non DG,Un Guarded
2043,North I,33.59787,73.05382,DG,Un Guarded
9415,South I,24.89691,67.11805,DG,Un Guarded
8007,North I,33.62225,73.07617,DG,Un Guarded
5177,Central II,32.66937,71.54983,DG,Guarded
2551,North I,33.37238,73.41759,DG,Guarded
2243,North I,33.02411,73.59908,DG,Un Guarded
9371,South I,24.8552,67.26369,DG,Guarded
2122,North II,33.98757,71.5334,DG,Guarded
9723,South II,28.51747,68.54404,Non DG,Un Guarded
5435,Central III,28.68728,70.74344,DG,Guarded
7541,Central I,31.57996,74.32334,Non DG,Un Guarded
1116,South II,25.40499,68.36997,Non DG,Un Guarded
2224,North I,32.92841,72.86449,DG,Un Guarded
8586,North II,32.9832,70.61301,DG,Guarded
1525,Central III,28.29827,70.13267,DG,Guarded
2365,North II,35.20782,71.87838,DG,Guarded
9493,South I,24.86798,67.2013,DG,Guarded
1250,South II,28.17707,68.03204,DG,Guarded
7786,Central I,32.49721,74.52603,Non DG,Un Guarded
8734,North I,35.16316,76.33618,Non DG,Un Guarded
6350,South I,24.8443,67.16024,Non DG,Un Guarded
9637,South I,24.95377,67.0585,Non DG,Un Guarded
N-4402,North II,34.02491,71.60715,Non DG,Guarded
5134,Central II,31.38873,71.43993,Non DG,Un Guarded
6125,South II,25.36256,68.39217,Non DG,Un Guarded
CII-2427,Central II,30.81377,71.82767,Non DG,Un Guarded
5904,Central III,30.22896,71.48482,Non DG,Un Guarded
S-7630,South III,25.43183,61.8547,DG,Guarded
S-7638,South III,25.49117,63.26065,DG,Guarded
S-7633,South III,25.30914,62.7442906,DG,Guarded
6407,South I,24.88591,67.08721,Non DG,Un Guarded
CII-2080,Central II,32.38277,71.75772,DG,Un Guarded
2508,North I,33.22842,73.38638,DG,Guarded
3607,Central I,32.57274,74.07368,DG,Guarded
1078,South I,24.843972222,67.054777778,DG,Guarded
S-7639,South III,25.47303,62.90618,DG,Guarded
S-7682,South III,26.0195,64.3713,DG,Guarded
S-7799,South III,28.4944,66.32811,DG,Un Guarded
S-7782,South III,29.0365,66.585032,Non DG,Un Guarded
9850,South II,25.53175,69.00733,Non DG,Guarded
7186,Central I,31.5237,74.26959,DG,Guarded
7648,Central I,31.56654,74.4065,Non DG,Un Guarded
6245,South I,24.94726,67.04574,Non DG,Un Guarded
N-4711,North II,34.01236,71.58169,Non DG,Guarded
8290,North I,33.64002,73.15258,Non DG,Un Guarded
2504,North I,33.01372,73.64597,Non DG,Un Guarded
4600,Central III,29.39774,71.66209,DG,Un Guarded
1082,South I,24.829666667,67.136527778,DG,Guarded
3188,Central I,31.53509,74.29021,Non DG,Un Guarded
5835,Central III,30.29704,71.92166,Non DG,Un Guarded
7919,Central I,32.80917,73.86821,Non DG,Un Guarded
3349,Central I,32.07269,73.81838,Non DG,Un Guarded
6276,South I,25.05392,66.87474,Non DG,Un Guarded
7293,Central I,31.5989,74.32595,Non DG,Un Guarded
8780,North I,33.735072966,73.8459808499,DG,Guarded
N-4815,North II,35.15434,71.89499,Non DG,Un Guarded
LHRRNC01,Central I,31.51768904,74.34859344,Non DG,Un Guarded
4013,Central II,31.43429,73.08849,DG,Guarded
5931,Central II,30.45212,73.68573,DG,Un Guarded
CI-1001,Central I,32.57029,74.08875,Non DG,Guarded
2369,North II,34.2363,71.90639,DG,Guarded
3920,Central I,32.17127,74.17243,Non DG,Un Guarded
8030,North I,33.71356,73.01568,DG,Un Guarded
8122,North I,33.67448,72.94858,DG,Guarded
CII-2105,Central II,31.1298,72.58096,DG,Guarded
4785,Central II,31.88591,72.69948,DG,Guarded
1282,South II,27.14563,68.36891,Non DG,Un Guarded
3640,Central I,32.58032,73.49047,DG,Guarded
8018,North I,33.54125,73.1084,DG,Guarded
3719,Central I,31.68335,74.10693,DG,Guarded
2675,North I,33.24443,73.13598,Non DG,Un Guarded
5317,Central III,29.4008,71.649,Non DG,Un Guarded
N-4513,North II,32.64804,70.87658,DG,Un Guarded
4294,Central III,31.0136,70.68045,DG,Guarded
6556,South I,24.91981,67.06577,Non DG,Un Guarded
HYDBSC01,South II,25.357661,68.380564,Non DG,Un Guarded
7991,Central I,31.59611,74.37463,Non DG,Un Guarded
S-3004,South I,24.8222,67.06857,Non DG,Un Guarded
6700,North II,33.50972,71.43579,DG,Guarded
1181,South II,24.65349,68.84749,Non DG,Guarded
3726,Central I,31.90417,74.51971,Non DG,Un Guarded
2313,North II,33.59456,71.45406,DG,Un Guarded
5871,Central III,28.41088,70.32097,Non DG,Un Guarded
5372,Central II,31.16101,72.97966,DG,Guarded
N-4302,North II,34.00858,71.64996,Non DG,Un Guarded
1055,South I,24.883222222,67.037,DG,Guarded
HBWPBSC02,Central III,29.397502,71.661858,DG,Un Guarded
7566,Central I,31.57861,74.32231,Non DG,Un Guarded
3396,Central I,31.96762,74.27505,DG,Guarded
6218,South I,24.79093,67.06591,Non DG,Guarded
3039,Central I,31.51988,74.32343,Non DG,Un Guarded
7684,Central I,31.35926,73.61824,Non DG,Un Guarded
1057,South I,24.88509001,67.12515998,Non DG,Un Guarded
CI-1476,Central I,31.36036,74.37133,Non DG,Guarded
9928,South II,25.78682,68.80558,Non DG,Un Guarded
3102,Central I,31.45521,74.32604,Non DG,Un Guarded
8079,North I,33.59048,73.13233,DG,Guarded
9515,South I,24.87948,67.13947,DG,Guarded
9579,South I,24.8006,67.05215,Non DG,Un Guarded
6077,South II,25.40087,68.3363,Non DG,Un Guarded
5034,Central III,29.97884,71.42503,Non DG,Un Guarded
N-5369,North II,33.1558,71.2424,Non DG,Un Guarded
2683,North I,33.75644,72.08468,Non DG,Guarded
2775,North I,34.501,73.01678,DG,Guarded
9162,South I,24.89902,67.10508,DG,Guarded
3145,Central I,31.41518,74.2609,Non DG,Un Guarded
5473,Central II,31.36739,72.93859,DG,Guarded
2214,North I,32.65751,73.27487,DG,Un Guarded
4561,Central II,30.35128,73.38657,DG,Guarded
N-4948,North I,33.90314,72.30825,Non DG,Un Guarded
4423,Central III,30.4375,72.34449,DG,Guarded
CI-9021,Central I,31.5633,74.2784,,Un Guarded
CI-9019,Central I,31.59003,74.29893,,Un Guarded
CI-9050,Central I,31.47825,74.35957,,Un Guarded
CI-9045,Central I,31.59973,74.35044,,Un Guarded
CI-1999,Central I,31.46453,74.21078,,Un Guarded
CI-9083,Central I,31.33711,74.23608,,Un Guarded
CI-9066,Central I,31.52787,74.35163,,Un Guarded
CI-9052,Central I,31.42106,74.35317,,Un Guarded
CI-9040,Central I,31.6357224,74.3676584,,Un Guarded
CI-9020,Central I,31.57052,74.28935,,Un Guarded
CI-9078,Central I,31.31504,74.22782,,Un Guarded
CI-9037,Central I,31.58204,74.39699,,Un Guarded
CI-9025,Central I,31.52017,74.26482,,Un Guarded
CI-9042,Central I,31.57328,74.39834,,Un Guarded
CI-9080,Central I,31.28637,74.1913,,Un Guarded
CI-9033,Central I,31.43873,74.29805,,Un Guarded
CI-9026,Central I,31.55836,74.27612,,Un Guarded
7333,Central I,31.50668,74.30225,Non DG,Un Guarded
Test Site,Central I,22.886187,113.887207,DG,Un Guarded
1195,South II,25.11907,68.533,DG,Guarded
4129,Central III,30.17228,71.465,DG,Guarded
2284,North I,32.91327,72.40085,DG,Un Guarded
CI-9115,Central I,31.62834,74.2791,,Un Guarded
CI-1985,Central I,31.59743,74.34124,,Un Guarded
CI-9077,Central I,31.45769,74.21902,,Un Guarded
CI-1986,Central I,31.608909,74.317429,,Un Guarded
CI-9074,Central I,31.386285,74.144813,,Un Guarded
CI-9079,Central I,31.38284,74.1784,,Un Guarded
CI-9027,Central I,31.5557,74.2697,,Un Guarded
CI-9082,Central I,31.25462,74.18128,,Un Guarded
CI-9048,Central I,31.55938,74.43409,,Un Guarded
CI-9118,Central I,0.0,0.0,,Un Guarded
CI-9030,Central I,31.46621,74.33108,,Un Guarded
CI-1981,Central I,31.42206,74.28289,,Un Guarded
CI-1997,Central I,31.39219,74.17816,,Un Guarded
CI-1983,Central I,31.60467,74.40055,,Un Guarded
CI-9004,Central I,31.37632,74.25445,,Un Guarded
CI-9054,Central I,31.41663,74.33279,,Un Guarded
1745,South II,24.5585,68.9013,Non DG,Un Guarded
3427,Central I,32.48996,74.5441,DG,Un Guarded
CI-9059,Central I,31.44811,74.36327,,Un Guarded
1690,South II,25.65697,68.79061,Non DG,Guarded
N-4133,North II,32.79597,70.50798,DG,Guarded
S-3486,South III,29.55383,67.87781,DG,Un Guarded
CI-9114,Central I,31.6154206,74.269549,,Un Guarded
CI-9039,Central I,31.60735,74.41868,,Un Guarded
CI-9011,Central I,31.43068,74.19811,,Un Guarded
CI-9081,Central I,31.2984424,74.1362336,,Un Guarded
CI-9069,Central I,31.41487,74.25426,,Un Guarded
N-4843,North II,34.75997,72.31365,Non DG,Un Guarded
CI-1980,Central I,31.57901,74.29598,,Un Guarded
CI-9085,Central I,31.44379,74.20819,,Un Guarded
CI-1993,Central I,31.39809,74.35335,,Un Guarded
CI-1996,Central I,31.56514,74.42625,,Un Guarded
CI-9041,Central I,31.57597,74.43848,,Un Guarded
CI-1976,Central I,31.36911,74.36396,,Un Guarded
CI-9071,Central I,31.50517,74.2476,,Un Guarded
CI-9062,Central I,31.39116,74.41011,,Un Guarded
CI-9061,Central I,31.48884,74.4764,,Un Guarded
CI-9044,Central I,31.5653,74.4154,,Un Guarded
CI-9051,Central I,31.4952,74.36435,,Un Guarded
CI-9055,Central I,31.39918,74.41685,,Un Guarded
CI-9008,Central I,31.280296,74.165934,,Un Guarded
CI-1978,Central I,31.3021947,74.3981384,,Un Guarded
CI-9120,Central I,0.0,0.0,,Un Guarded
CI-9036,Central I,31.59249,74.3537,,Un Guarded
CI-9002,Central I,31.552561,74.402864,,Un Guarded
CI-9024,Central I,31.51228,74.32336,,Un Guarded
CI-9029,Central I,31.45818,74.33216,,Un Guarded
CI-1988,Central I,31.533587,74.272488,,Un Guarded
CI-9086,Central I,31.45888,74.20869,,Un Guarded
CI-1992,Central I,31.60431,74.36321,,Un Guarded
CI-9010,Central I,31.37487,74.31044,,Un Guarded
CI-9075,Central I,31.39793,74.21484,,Un Guarded
5559,Central II,30.95074,73.32487,Non DG,Un Guarded
CI-9035,Central I,31.6028,74.3472,,Un Guarded
CI-1991,Central I,31.59884,74.50009,,Un Guarded
CI-9012,Central I,31.57652,74.37862,,Un Guarded
7135,Central I,31.43169,74.25999,Non DG,Un Guarded
2101,North II,33.99828,71.53636,DG,Guarded
UPGR11,South III,26.80217,63.84604,DG,Guarded
USLZ02,South III,,,DG,Guarded
UKNR02,South III,28.62349,64.6906,DG,Guarded
CI-9073,Central I,31.39104,74.16078,,Un Guarded
CI-9117,Central I,0.0,0.0,,Un Guarded
UPGR03,South III,,,DG,Guarded
CI-9001,Central I,31.4386,74.20596,,Un Guarded
CI-9003,Central I,31.48729,74.46554,,Un Guarded
CI-9034,Central I,31.3962,74.2508,,Un Guarded
CI-9076,Central I,31.44355,74.40047,,Un Guarded
CI-9060,Central I,31.44213,74.47054,,Un Guarded
CI-9064,Central I,31.47923,74.41549,,Un Guarded
CI-9032,Central I,31.42487,74.29212,,Un Guarded
CI-1987,Central I,31.54073,74.27702,,Un Guarded
CI-9057,Central I,31.43721,74.34565,,Un Guarded
CI-1977,Central I,31.37397,74.3575,,Un Guarded
5057,Central III,30.4988,71.93411,Non DG,Un Guarded
CI-9067,Central I,31.54925,74.34361,,Un Guarded
CI-1998,Central I,31.37409,74.20049,,Un Guarded
CI-1989,Central I,31.53022,74.2701,,Un Guarded
CI-9056,Central I,31.4758,74.4501,,Un Guarded
6343,South II,27.69105,68.89533,Non DG,Un Guarded
CI-1990,Central I,31.57731,74.43138,,Un Guarded
CI-9049,Central I,31.502,74.41455,,Un Guarded
9410,South I,24.81832,67.00442,DG,Guarded
UKSZ12,South III,31.63309,68.35416,DG,Guarded
CI-1982,Central I,31.60225,74.38577,,Un Guarded
CI-9053,Central I,31.49186,74.40558,,Un Guarded
9683,South I,24.7958,67.07217,Non DG,Un Guarded
CI-9072,Central I,31.4079,74.3519,,Un Guarded
S-3901,South III,26.3657,67.1648,DG,Guarded
CI-9058,Central I,31.5025,74.4346,,Un Guarded
CI-9113,Central I,31.5841403,74.2556649,,Un Guarded
3562,Central I,31.1164,74.45729,DG,Un Guarded
CI-9005,Central I,31.46865,74.44064,,Un Guarded
CI-9031,Central I,31.43828,74.32055,,Un Guarded
CI-9121,Central I,31.6083,74.2496,,Un Guarded
CI-1994,Central I,31.46007,74.40714,,Un Guarded
CI-1984,Central I,31.56903,74.3918,,Un Guarded
N-5600,Central II,33.02072,71.32626,DG,Guarded
2893,North II,35.73743,71.78466,DG,Guarded
S-3023,South I,24.93851,67.08843,Non DG,Un Guarded
8245,North I,33.57451,73.03185,Non DG,Un Guarded
UKSZ35,South III,30.58558,68.85905,DG,Guarded
CI-9119,Central I,0.0,0.0,,Un Guarded
CI-9089,Central I,31.33441,74.19787,,Un Guarded
CI-9022,Central I,31.40566,74.48811,,Un Guarded
CI-9068,Central I,31.28795,74.17587,,Un Guarded
CI-9006,Central I,31.43961,74.24174,,Un Guarded
CI-9009,Central I,31.42891,74.32426,,Un Guarded
CI-9017,Central I,31.402084,74.410274,,Un Guarded
CI-1320,Central I,32.19751,74.15758,Non DG,Guarded
6680,North I,33.62481,72.97354,Non DG,Un Guarded
CI-9038,Central I,31.58978,74.43618,,Un Guarded
4141,Central III,30.1753,71.47969,DG,Guarded
9202,South I,24.90843,67.07892,DG,Guarded
CI-9070,Central I,31.41493,74.42812,,Un Guarded
CI-9063,Central I,31.3749503,74.4718509,,Un Guarded
CI-9043,Central I,31.6419219,74.505839,,Un Guarded
CI-1979,Central I,31.2875622,74.3139427,,Un Guarded
CI-9122,Central I,31.5913,74.25802,,Un Guarded
1572,South II,27.59554,67.99892,DG,Guarded
CI-9028,Central I,31.44836,74.32182,,Un Guarded
CI-9023,Central I,31.449618,74.452642,,Un Guarded
CI-9087,Central I,31.34482,74.31558,,Un Guarded
CI-9046,Central I,31.54513,74.42092,,Un Guarded
CI-9088,Central I,31.2744362,74.1883033,,Un Guarded
CI-9000,Central I,31.42641,74.17026,,Un Guarded
CI-9065,Central I,31.51996,74.43297,,Un Guarded
CI-9007,Central I,31.430194,74.478972,,Un Guarded
CI-9116,Central I,31.3182229,74.3579566,,Un Guarded
CI-9047,Central I,31.5451,74.3696,,Un Guarded
CI-9084,Central I,31.3712,74.2854,,Un Guarded
MSC PECHS,South I,24.865297,67.064634,DG,Un Guarded
N-5965,North II,34.04799,71.48191,DG,Guarded
CI-9109,Central I,31.39751,74.38126,,Un Guarded
CI-9104,Central I,31.532815,74.349655,,Un Guarded
CI-9093,Central I,31.53202,74.35266,,Un Guarded
CI-9013,Central I,31.400111,74.413172,,Un Guarded
CI-9099,Central I,31.39685,74.21969,,Un Guarded
CI-9014,Central I,31.541441,74.342181,,Un Guarded
CI-9092,Central I,31.561647,74.322232,,Un Guarded
CI-9100,Central I,31.534886,74.3433934,,Un Guarded
CI-9091,Central I,31.55272,74.33778,,Un Guarded
CI-9015,Central I,31.517905,74.34428,,Un Guarded
CI-9098,Central I,31.52286,74.40946,,Un Guarded
CI-9102,Central I,31.53026,74.33508,,Un Guarded
CI-9096,Central I,31.56309,74.31817,,Un Guarded
8459,North I,33.73918,73.09651,Non DG,Un Guarded
CI-9101,Central I,31.459819,74.248645,,Un Guarded
CI-9097,Central I,31.522603,74.348347,,Un Guarded
CI-9110,Central I,31.54193,74.41668,,Un Guarded
CI-9018,Central I,31.525803,74.414949,,Un Guarded
S-3568,South III,30.40117,68.75649,DG,Guarded
CI-9090,Central I,31.517819,74.3431,,Un Guarded
CI-9108,Central I,31.56521,74.33126,,Un Guarded
CI-9095,Central I,31.579311,74.31912,,Un Guarded
CI-9112,Central I,31.44433,74.32051,,Un Guarded
CI-9107,Central I,31.48404,74.39726,,Un Guarded
CI-9103,Central I,31.5291,74.3793,,Un Guarded
CI-9094,Central I,31.584217,74.320984,,Un Guarded
CI-9106,Central I,31.48434,74.29685,,Un Guarded
CI-9105,Central I,31.509,74.30839,,Un Guarded
CI-9016,Central I,31.5270033,74.35596333,,Un Guarded
CI-1995,Central I,31.583427,74.500502,,Un Guarded
CI-9111,Central I,31.50344,74.34969,,Un Guarded
N-4229,North II,34.71513,72.27165,DG,Un Guarded
CI-1280,Central I,32.18603,74.15636,DG,Un Guarded
9288,South I,24.89318,67.19514,Non DG,Guarded
6408,South I,25.00096,67.07612,Non DG,Un Guarded
CI-1512,Central I,32.0902,74.59271,Non DG,Un Guarded
8556,North II,33.47955,71.49478,DG,Guarded
3571,Central I,30.875668,74.053057,Non DG,Un Guarded
8740,North I,33.38699,73.72105,DG,Guarded
N-4349,North I,33.69259,73.21966,Non DG,Un Guarded
5627,Central III,29.21142,70.76506,DG,Guarded
S-7623,South III,27.8002,66.6209,Non DG,Un Guarded
S-7622,South III,27.8295,66.612,DG,Guarded
1468,South III,29.48491,68.06207,DG,Guarded
4318,Central II,32.28643,72.28176,DG,Un Guarded
2544,North I,33.47272,73.26795,DG,Guarded
7983,Central I,31.52432,74.32147,Non DG,Un Guarded
S-7616,South III,30.1913,66.9623,Non DG,Un Guarded
8675,North II,34.01109,71.59516,Non DG,Un Guarded
3557,Central I,31.16602,74.1063,DG,Un Guarded
N-4700,North I,34.3361,73.54646,DG,Un Guarded
3875,Central I,32.49011,73.12834,Non DG,Un Guarded
CII-8064,Central II,32.590635,71.54585833,DG,Un Guarded
CII-1367,Central II,30.6671,73.10249,Non DG,Un Guarded
CII-8067,Central II,32.09626,72.67392,DG,Un Guarded
8768,North I,33.94972,73.87846,DG,Guarded
4216,Central II,31.06278,72.9547,DG,Guarded
N-4655,North I,33.65936,72.98833,Non DG,Un Guarded
N-4845,North I,33.19496,72.85644,DG,Un Guarded
5500,Central III,30.55957,72.09118,DG,Guarded
9950,South II,26.24891,68.3935,Non DG,Un Guarded
N-4609,North II,32.65956,70.63045,Non DG,Un Guarded
8513,North II,34.21145,72.04802,Non DG,Un Guarded
8292,North I,33.55681,73.02114,Non DG,Un Guarded
8325,North I,33.73344,73.0885,Non DG,Un Guarded
7159,Central I,31.46069,74.34372,Non DG,Un Guarded
5590,Central III,30.2441,73.69505,Non DG,Un Guarded
S-3374,South II,25.15662,69.58322,Non DG,Un Guarded
5526,Central III,28.81482,70.67589,DG,Guarded
5670,Central III,29.99932,70.76258,DG,Guarded
5633,Central III,29.31937,70.55218,DG,Guarded
MSC-I9,North I,33.66141,73.04965,DG,Un Guarded
N-5619,North II,33.35938,71.08499,DG,Guarded
9808,South II,25.39205,68.36925,Non DG,Un Guarded
2942,North II,33.84627,71.81456,DG,Guarded
8550,North II,33.57415,71.46883,DG,Guarded
1826,South III,26.99379,64.10706,DG,Guarded
4825,Central III,29.09986,70.33986,DG,Guarded
N-4433,North II,32.71891,70.91216,DG,Guarded
N-5564,North II,33.68026,71.902,DG,Guarded
4026,Central II,31.47319,73.20503,DG,Guarded
S-3262,South III,29.05874,66.59486,DG,Guarded
3208,Central I,31.70468,73.98351,Non DG,Un Guarded
8907,North I,33.8358,73.7164,DG,Guarded
