2G Site ID,Region,Latitude,Longitude,Final DG,Guarded/Unguarded
7220,Central I,31.45935,74.30262,DG,Un Guarded
S-3279,South I,25.05904,67.10593,Non DG,Guarded
7144,Central I,31.52177,74.36822,Non DG,Un Guarded
6993,Central III,29.63817,71.59575,Non DG,Un Guarded
7912,Central I,32.80606,74.02343,DG,Guarded
1869,South III,26.99928,64.08611,DG,Guarded
7042,Central I,31.47734,74.30093,DG,Un Guarded
CI-1152,Central I,31.65216,74.26842,Non DG,Un Guarded
CI-1151,Central I,31.66858,74.28109,Non DG,Un Guarded
CI-1191,Central I,32.45977,74.53135,Non DG,Un Guarded
CI-1068,Central I,32.48605,74.49365,Non DG,Un Guarded
7901,Central I,32.82246,73.9112,DG,Guarded
2752,North I,34.62666,73.07436,Non DG,Un Guarded
CII-2001,Central II,32.58185,71.569,Non DG,Un Guarded
CII-2005,Central II,32.58936,71.52521,Non DG,Un Guarded
CII-2007,Central II,32.5763,71.5404,Non DG,Un Guarded
CII-2009,Central III,29.6317,70.5909,Non DG,Un Guarded
N-5337,North I,33.63713,73.12618,Non DG,Un Guarded
N-5759,North I,32.9248,72.88398,Non DG,Un Guarded
N-4365,North II,34.05639,71.42315,Non DG,Un Guarded
N-5266,North I,33.60331,73.07723,Non DG,Un Guarded
N-4186,North I,34.00016,72.93377,Non DG,Un Guarded
N-5551,North I,33.5517,73.0015,Non DG,Un Guarded
N-5301,North I,33.5868,72.9955,Non DG,Un Guarded
N-5241,North I,33.532534,73.16634,Non DG,Un Guarded
2207,North I,33.04979,73.71474,DG,Guarded
N-5948,North I,33.526409,73.1604,Non DG,Un Guarded
N-5017,North I,33.57257,72.86177,Non DG,Un Guarded
N-5937,North II,33.00676,70.69852,Non DG,Un Guarded
2553,North II,33.016382,70.73702,Non DG,Un Guarded
N-4971,North II,32.8337,70.50203,Non DG,Un Guarded
N-5996,North II,33.5151,70.80143,Non DG,Un Guarded
N-5960,North II,33.57394,71.44808,Non DG,Un Guarded
2523,North II,33.56237,71.41777,DG,Un Guarded
N-5714,North II,34.20541,71.5866,Non DG,Un Guarded
N-5711,North II,34.15658,72.04574,Non DG,Un Guarded
N-5710,North II,34.20244,72.0185,Non DG,Un Guarded
N-5725,North II,34.1337,71.169,Non DG,Un Guarded
N-5941,North II,33.9833,71.512248,Non DG,Un Guarded
N-5733,North II,34.00377,71.42572,Non DG,Un Guarded
N-5478,North II,34.03783,71.46178,Non DG,Un Guarded
3716,Central I,31.68841,74.27468,Non DG,Un Guarded
2681,North II,34.7923,71.8439,Non DG,Un Guarded
N-5552,North II,34.02238,71.59733,Non DG,Un Guarded
9886,South II,27.590836,68.77902868,Non DG,Un Guarded
S-7900,South I,24.93645,67.15323,Non DG,Un Guarded
S-7910,South I,25.00854,67.13142,Non DG,Un Guarded
S-7147,South I,25.01439,67.14103,Non DG,Un Guarded
S-7873,South I,24.86982,67.18946,Non DG,Un Guarded
S-7894,South I,24.98577,67.04764,Non DG,Un Guarded
S-7895,South I,24.99553,67.04324,Non DG,Un Guarded
S-3494,South I,24.99824,66.99322,Non DG,Un Guarded
S-7896,South I,24.98029,67.00109,Non DG,Un Guarded
S-3432,South I,24.97356,67.05337,Non DG,Un Guarded
S-7906,South I,24.94159,67.02498,Non DG,Un Guarded
6820,Central II,31.42016,73.07715,Non DG,Un Guarded
S-7893,South I,24.96135,67.10352,Non DG,Un Guarded
S-7897,South I,24.92528,67.15411,Non DG,Un Guarded
S-7471,South I,25.01762,67.07331,Non DG,Un Guarded
S-3009,South I,25.06772,67.10251,Non DG,Un Guarded
S-7905,South I,24.9419,67.01667,Non DG,Un Guarded
9848,South I,24.832949,67.04567,Non DG,Un Guarded
S-7924,South II,26.05318,68.94592,Non DG,Un Guarded
S-7039,South II,25.415,68.3397,Non DG,Un Guarded
S-3033,South II,28.63934,69.21491,Non DG,Un Guarded
CII-2006,Central II,31.7636,72.9145,Non DG,Un Guarded
S-7961,South I,25.03612,66.89832,Non DG,Un Guarded
S-7232,South III,30.08826,66.9706,Non DG,Un Guarded
S-3375,South III,30.25257,66.95073,Non DG,Un Guarded
S-7227,South III,30.14501,67.01265,Non DG,Un Guarded
5557,Central II,30.42413,73.27617,DG,Un Guarded
2327,North II,32.99381,70.61448,DG,Guarded
N-4797,North I,32.72512,72.63244,Non DG,Guarded
9882,South II,25.249887,68.53868,DG,Un Guarded
6366,South I,24.95888,66.9582,Non DG,Un Guarded
2148,North II,34.0477,71.52181,Non DG,Guarded
CII-2655,Central III,29.09684,71.6726,Non DG,Un Guarded
6907,Central II,31.9828,70.97216,DG,Guarded
7997,Central I,31.5,74.2518,Non DG,Un Guarded
9020,South I,24.81666,67.14592,DG,Guarded
3179,Central I,31.57841,74.40443,Non DG,Un Guarded
3019,Central I,31.42903,74.17726,Non DG,Un Guarded
S-3197,South II,25.51723,69.02238,Non DG,Guarded
7375,Central I,31.5294,74.37866,Non DG,Un Guarded
N-5530,North II,33.96122,71.45977,DG,Un Guarded
2052,North I,33.63903,73.05761,DG,Guarded
3G-N-2285,North I,33.62069,72.95932,Non DG,Un Guarded
7092,Central I,31.51474,74.30187,Non DG,Un Guarded
4540,Central II,30.87427,73.59123,DG,Un Guarded
8170,North I,33.62872,73.04433,Non DG,Un Guarded
7335,Central I,31.47971,74.36544,Non DG,Un Guarded
9248,South I,24.9402,67.07457,Non DG,Un Guarded
2398,North II,34.84366,72.57907,DG,Guarded
6280,South I,24.81611,67.02176,Non DG,Un Guarded
1594,South II,28.0027,68.72932,DG,Guarded
9744,South II,28.28735,67.45458,DG,Guarded
4946,Central III,29.84273,71.10745,DG,Guarded
9793,South II,27.71196,68.8449,DG,Un Guarded
S-3815,South I,24.91681,67.13277,Non DG,Un Guarded
WH.DIKhan,North II,31.48434,70.53381,Non DG,Un Guarded
3905,Central I,32.10032,74.20188,DG,Guarded
8600,North I,33.72286,72.8079,DG,Guarded
1677,South II,27.38063,68.51887,DG,Guarded
9350,South I,24.8713,67.04394,DG,Guarded
2587,North I,33.16624,72.11697,DG,Un Guarded
5260,Central III,29.89511,72.33997,DG,Un Guarded
5017,Central III,30.18882,71.50816,Non DG,Un Guarded
4161,Central III,30.07179,71.18909,DG,Guarded
N-4292,North II,34.01162,71.78298,Non DG,Un Guarded
6585,South II,28.57104,68.16313,DG,Guarded
N-4148,North II,33.4815,70.782,Non DG,Un Guarded
7452,Central I,31.56115,74.3208,Non DG,Un Guarded
5253,Central III,29.96163,72.91398,DG,Guarded
7390,Central I,31.55409,74.3143,Non DG,Un Guarded
3840,Central I,31.63099,73.91886,DG,Un Guarded
N-4603,North II,32.94904,70.96423,Non DG,Un Guarded
1088,South I,24.836111111,67.234166667,DG,Guarded
4559,Central II,30.74471,73.82447,DG,Un Guarded
4478,Central III,29.5558,70.37479,DG,Guarded
7936,Central I,32.61469,73.81905,DG,Un Guarded
1791,South I,24.54105,67.62829,DG,Guarded
4007,Central II,31.43399,73.12269,DG,Guarded
7218,Central I,31.49294,74.24867,DG,Guarded
8047,North I,33.62565,73.05114,DG,Un Guarded
3760,Central I,32.18861,74.291,Non DG,Un Guarded
6778,South III,30.23282,67.00936,Non DG,Guarded
6784,South II,27.85014,67.89895,DG,Guarded
7009,Central I,31.44157,74.35604,DG,Guarded
5137,Central III,31.11973,71.07208,Non DG,Guarded
9378,South I,24.97691,67.08365,Non DG,Guarded
3561,Central I,31.11582,74.44504,Non DG,Un Guarded
9476,South I,24.8088,67.14642,DG,Guarded
7160,Central I,31.4533,74.3152,Non DG,Guarded
5037,Central III,29.69231,71.50902,DG,Guarded
8552,North II,33.5481,71.39214,DG,Guarded
4144,Central III,30.17341,71.44102,DG,Un Guarded
4511,Central II,30.82698,73.47187,DG,Un Guarded
7994,Central I,31.567,74.3309,Non DG,Un Guarded
8181,North I,33.49389,73.09275,DG,Guarded
7767,Central I,32.49257,74.53673,DG,Guarded
9987,South II,25.35853,68.27443,Non DG,Un Guarded
8535,North II,34.04722,71.78114,Non DG,Un Guarded
R027,North I,33.50534,73.97141,Non DG,Un Guarded
2792,North I,34.90265,73.64831,DG,Guarded
8250,North I,33.64459,73.05903,Non DG,Un Guarded
1490,South III,29.54651,67.87563,Non DG,Un Guarded
CI-1596,Central I,31.49734,74.4125,Non DG,Un Guarded
9752,South II,27.680355,67.978282,DG,Un Guarded
S-3786,South III,28.09184,63.18523,DG,Guarded
7440,Central I,31.53094,74.35286,Non DG,Un Guarded
3016,Central I,31.517805,74.348564,DG,Un Guarded
3023,Central I,31.5035,74.33069,Non DG,Un Guarded
1496,South III,27.81731,66.61021,DG,Guarded
3047,Central I,31.55678,74.3401,DG,Guarded
S-3704,South III,26.55117,66.90748,DG,Guarded
8174,North I,33.55206,73.00701,Non DG,Un Guarded
2097,North I,33.68046,73.02215,Non DG,Guarded
7606,Central I,31.43629,74.18089,DG,Guarded
6550,South I,24.92781,66.96059,Non DG,Un Guarded
N-4757,North II,32.90677,70.70129,DG,Guarded
2133,North II,33.9514,71.43243,DG,Guarded
S-3588,South III,30.49831,68.29282,DG,Guarded
5343,Central II,30.9188,72.41535,DG,Guarded
6040,South I,25.00547,67.09786,Non DG,Un Guarded
8774,North I,33.86409,73.8838,DG,Guarded
4340,Central II,31.63021,71.06886,DG,Un Guarded
8961,North I,33.42749,73.87278,DG,Guarded
8856,North I,33.58739,73.13593,Non DG,Un Guarded
9708,South II,27.34997,68.524832,Non DG,Un Guarded
1922,South III,28.49436,66.28511,DG,Guarded
4197,Central III,29.91726,71.06619,Non DG,Un Guarded
7771,Central I,32.50965,74.53194,Non DG,Un Guarded
1920,South III,25.80243,66.62683,DG,Guarded
6906,Central II,32.25717,71.16768,DG,Guarded
2805,North I,33.99419,72.92866,DG,Un Guarded
S-3438,South I,24.87216,67.17378,Non DG,Un Guarded
6782,South II,27.572334,68.214497,Non DG,Un Guarded
9760,South II,28.16875,68.36697,DG,Un Guarded
5285,Central III,30.21957,72.83014,DG,Un Guarded
CII-2248,Central III,30.05586,70.6488,DG,Guarded
7319,Central I,31.41754,74.27509,Non DG,Un Guarded
7237,Central I,31.59927,74.31032,Non DG,Un Guarded
3161,Central I,31.49044,74.26685,Non DG,Un Guarded
S-3177,South III,30.73437,68.24687,Non DG,Un Guarded
1351,South II,24.734725,69.80091,DG,Guarded
6295,South II,25.37383,68.34417,Non DG,Un Guarded
CI-1615,Central I,31.49241,74.39223,Non DG,Un Guarded
3G-CI-4129,Central I,31.4471,74.2695,Non DG,Un Guarded
3552,Central I,31.6858,73.7386,Non DG,Un Guarded
9043,South I,24.83195,67.04645,Non DG,Un Guarded
1774,South II,24.46805,69.58334,Non DG,Un Guarded
4606,Central III,29.40054,71.68859,Non DG,Un Guarded
3547,Central I,32.12592,74.19262,Non DG,Un Guarded
9908,South II,25.1102,68.36367,DG,Guarded
2673,North I,32.89662,73.73761,Non DG,Un Guarded
4882,Central III,29.64492,70.60017,DG,Guarded
2307,North II,33.55265,71.50377,DG,Guarded
3424,Central I,32.4958,74.5322,DG,Guarded
S-3227,South II,24.65655,68.84212,Non DG,Un Guarded
1667,South II,25.924983,68.620027,Non DG,Un Guarded
S-3601,South III,30.17141,67.81258,DG,Guarded
S-3517,South II,28.63435,69.20631,Non DG,Un Guarded
3113,Central I,31.60558,74.28346,Non DG,Un Guarded
2832,North I,34.05309,73.15612,DG,Guarded
CII-2070,Central III,29.78135,70.6016,DG,Guarded
3082,Central I,31.61975,74.27559,DG,Guarded
2059,North I,33.71678,73.02319,DG,Un Guarded
8195,North I,33.61847,73.07964,Non DG,Un Guarded
7815,Central I,32.51077,74.04072,Non DG,Un Guarded
1098,South I,24.921,67.118472222,Non DG,Un Guarded
8224,North I,33.72137,73.04714,DG,Un Guarded
1976,South III,31.3317,69.4521,Non DG,Guarded
9873,South I,24.78531,67.53046,Non DG,Un Guarded
3435,Central I,32.49443,74.49912,DG,Guarded
1130,South II,25.37815,68.34252,Non DG,Un Guarded
6085,South I,24.90299,67.09938,Non DG,Un Guarded
3490,Central I,32.165681,74.810034,Non DG,Un Guarded
2623,North I,34.2034,73.49764,DG,Guarded
3353,Central I,32.33516,74.3603,DG,Un Guarded
S-3586,South III,30.38197,67.97254,DG,Guarded
9447,South I,24.91865,67.11014,DG,Guarded
2840,North I,34.13585,72.99415,DG,Guarded
9853,South II,25.51392,69.00948,DG,Un Guarded
3386,Central I,32.61381,74.21231,DG,Guarded
8508,North II,33.98729,71.55504,DG,Guarded
1160,South I,25.04678,66.87992,DG,Guarded
7374,Central I,31.52941,74.37866,Non DG,Un Guarded
4487,Central III,29.5429,70.60896,DG,Guarded
5946,Central II,31.590377,73.08975388,Non DG,Un Guarded
2472,North II,33.92356,71.5617,Non DG,Un Guarded
3131,Central I,31.46003,74.25048,Non DG,Un Guarded
5348,Central II,31.5406,71.16603,DG,Un Guarded
6953,Central III,28.74125,69.93744,DG,Guarded
4126,Central III,30.1828,71.5056,DG,Guarded
9171,South I,24.88582,67.13486,Non DG,Un Guarded
N-4500,North II,32.81218,70.698,DG,Guarded
9961,South II,26.49579,67.43308,DG,Guarded
4329,Central II,31.82994,70.89338,DG,Guarded
7324,Central I,31.48732,74.37409,Non DG,Un Guarded
CII-2701,Central III,30.64732,70.66682,Non DG,Un Guarded
2397,North II,34.89457,71.97849,Non DG,Un Guarded
2764,North I,33.14928,73.73369,Non DG,Un Guarded
CI-1119,Central I,31.47128,74.30349,Non DG,Un Guarded
7305,Central I,31.52903,74.39911,Non DG,Un Guarded
9934,South II,26.26888,68.92949,DG,Guarded
6165,South I,24.90577,67.11415,Non DG,Un Guarded
9742,South II,27.87299,67.70834,DG,Un Guarded
6868,Central III,30.19144,71.47193,Non DG,Un Guarded
S-7261,South III,29.60015,67.98679,Non DG,Un Guarded
CII-2748,Central III,30.03162,70.627,Non DG,Un Guarded
6244,South I,24.95965,67.06,Non DG,Un Guarded
CII-2744,Central III,30.0589,70.6351,Non DG,Un Guarded
N-4600,North II,33.42466,70.77986,Non DG,Un Guarded
CII-2745,Central III,30.03256,70.64199,Non DG,Un Guarded
2188,North II,34.00054,71.54508,Non DG,Un Guarded
CII-2803,Central III,30.053,70.6579,Non DG,Un Guarded
2041,North I,33.72992,73.08919,DG,Un Guarded
S-7265,South III,29.801278,66.84617,Non DG,Un Guarded
2788,North I,34.46886,73.35553,DG,Guarded
S-7213,South III,25.44083,65.52856,Non DG,Un Guarded
2032,North I,33.72965,73.07677,DG,Guarded
3709,Central I,31.90578,74.234136,Non DG,Un Guarded
CII-2574,Central III,29.34598,70.52966,Non DG,Guarded
8467,North I,33.5907,73.05526,Non DG,Un Guarded
4734,Central II,31.64745,73.01467,DG,Guarded
S-7214,South III,25.38624,65.43845,Non DG,Un Guarded
1217,South II,27.73423,68.80939,Non DG,Un Guarded
S-7182,South III,25.44334,65.24561,Non DG,Un Guarded
S-7215,South III,25.3947,65.36182,Non DG,Un Guarded
S-7266,South III,30.10346,67.93685,Non DG,Un Guarded
N-5102,North I,33.61921,73.13628,DG,Guarded
S-7301,South III,30.69774,68.32353,DG,Guarded
CI-1606,Central I,31.51686,74.39177,Non DG,Un Guarded
S-7038,South I,24.807187,66.981733,Non DG,Un Guarded
5830,Central III,30.16546,72.67368,Non DG,Un Guarded
CI-1654,Central I,31.5526,74.3668,Non DG,Un Guarded
1508,Central III,28.42355,70.29511,DG,Un Guarded
S-7294,South III,27.78851,66.60148,Non DG,Un Guarded
3491,Central I,32.18036,74.87148,DG,Un Guarded
5338,Central II,31.0381,72.95479,DG,Guarded
S-7253,South III,27.80677,66.62457,Non DG,Un Guarded
S-7280,South III,27.4019,66.3992,Non DG,Un Guarded
1482,South III,30.3756,68.60408,DG,Guarded
8820,North I,33.69526,72.96988,Non DG,Un Guarded
S-7281,South III,27.338189,66.372508,Non DG,Un Guarded
7113,Central I,31.49825,74.34068,Non DG,Un Guarded
9382,South I,24.95536,66.95271,DG,Guarded
N-4754,North II,32.92057,70.55899,DG,Guarded
9930,South I,24.551325,67.62564,DG,Guarded
CII-2596,Central III,29.64531,70.59668,Non DG,Un Guarded
S-7237,South II,28.62407,69.18531,Non DG,Un Guarded
UKZR68,South III,28.09446,67.17139,DG,Guarded
3676,Central I,32.64307,73.72266,DG,Guarded
1972,South III,30.209191,66.994316,Non DG,Un Guarded
S-7254,South III,28.57282,65.42753,Non DG,Un Guarded
2812,North I,33.79895,72.98589,DG,Guarded
6901,Central II,32.2954,72.1473,DG,Guarded
CI-1903,Central I,31.271835,74.196673,Non DG,Un Guarded
CI-1904,Central I,31.271835,74.196673,Non DG,Un Guarded
CI-1902,Central I,31.271835,74.196673,Non DG,Un Guarded
8010,North I,33.67351,73.02003,DG,Guarded
8234,North I,33.70831,73.15425,Non DG,Un Guarded
7536,Central I,31.58555,74.32021,Non DG,Un Guarded
4634,Central III,29.74864,73.24535,Non DG,Un Guarded
CII-2051,Central II,31.39604,70.61766,Non DG,Un Guarded
4187,Central III,30.02495,70.62391,DG,Guarded
CI-1002,Central I,31.57256,74.32499,Non DG,Un Guarded
S-3341,South I,24.81355,67.04868,Non DG,Un Guarded
2482,North II,34.105773,72.015349,Non DG,Un Guarded
2192,North II,34.13468,71.50806,DG,Un Guarded
N-4300,North I,33.60766,73.07488,Non DG,Un Guarded
2109,North II,34.00635,71.55179,Non DG,Un Guarded
CII-2726,Central III,30.18079,71.47651,Non DG,Un Guarded
3775,Central I,32.11688,75.04124,DG,Guarded
4451,Central III,29.10589,71.27333,DG,Un Guarded
2134,North II,33.96447,71.44103,Non DG,Un Guarded
CII-2041,Central II,32.082,72.679,Non DG,Un Guarded
CII-2732,Central II,32.6109,71.52924,Non DG,Un Guarded
1495,South III,29.15318,67.56233,DG,Guarded
CII-2741,Central II,32.29459,72.18908,Non DG,Un Guarded
2746,North I,34.50085,73.22378,DG,Guarded
4163,Central III,30.07629,71.18322,DG,Guarded
S-3244,South II,25.52035,68.97872,Non DG,Un Guarded
CII-2737,Central II,32.07343,72.7104,Non DG,Un Guarded
CII-2031,Central II,30.79638,73.46116,Non DG,Un Guarded
3031,Central I,31.47126,74.39155,Non DG,Un Guarded
8850,North I,34.16501,73.26535,Non DG,Un Guarded
7752,Central I,32.48866,74.50678,DG,Un Guarded
6707,North I,33.6228,72.9697,Non DG,Un Guarded
4934,Central II,31.4919,72.52706,Non DG,Guarded
CII-2180,Central II,31.06219,72.89028,Non DG,Guarded
2991,North I,33.86924,72.43337,Non DG,Un Guarded
9227,South I,25.00873,67.05731,DG,Guarded
3164,Central I,31.53676,74.31368,Non DG,Un Guarded
3055,Central I,31.48466,74.4026,DG,Un Guarded
CII-2746,Central III,30.04707,70.64262,Non DG,Un Guarded
CII-2751,Central III,29.88972,70.65173,Non DG,Un Guarded
CII-2791,Central III,29.84624,70.49551,Non DG,Un Guarded
CII-2752,Central III,29.1001,70.32998,Non DG,Un Guarded
7359,Central I,31.58049,74.31723,Non DG,Un Guarded
8543,North II,32.95971,70.63796,DG,Guarded
2200,North I,32.92331,73.72005,DG,Guarded
6475,South I,24.83416,67.06952,Non DG,Un Guarded
